Search Results,"(""capri-sun"" OR ""capri sun"") AND (""quality"" OR ""genuine"" OR ""authentic"" OR ""sophisticated"" OR ""novel"" OR ""young"" OR ""refreshing"" OR ""cool"" OR ""comforting"" OR ""relaxing"" OR ""fun"" OR ""good"" OR ""great"" OR ""tasty"" OR ""inspirational"" OR ""optimistic"" OR ""happy"" OR ""confident"" OR ""cynical"" OR ""ambitious"" OR ""selfish"" OR ""superstitious"" OR ""practical"" OR ""creative"" OR ""emotional"" OR ""stylish"" OR ""impulsive"" OR ""political"" OR ""responsible"" OR ""spiritual"") between 20-Mar-2013 and 18-Sep-2013 language=English in Twitter",19800 total results,Showing from 1 to 15000,,,,,,,,,,
,,,,,,,,,,,,,
host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/amandazohoury_,http://twitter.com/amandazohoury_/statuses/364528610419294210,2013-08-05T23:29:28Z,5,421,450,,,,"Αφ, Kzoo ✌",,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Mandy
http://twitter.com/j0hnwall,http://twitter.com/J0hnWall/statuses/364528606174658560,2013-08-05T23:29:26Z,4,246,205,,,CO,Colombia,,Live fast die young drink capri sun,3.64529E+17,OG Juan
http://twitter.com/adrianmrivera25,http://twitter.com/adrianmrivera25/statuses/364528601581891584,2013-08-05T23:29:25Z,2,47,60,,,US,"Houston, Tx, USA",,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Adrian Rivera
http://twitter.com/yomarissa_,http://twitter.com/yomarissa_/statuses/364528591117090816,2013-08-05T23:29:23Z,3,54,206,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Marissa Sterling
http://twitter.com/airjordyn11,http://twitter.com/airjordyn11/statuses/364528590580641792,2013-08-05T23:29:23Z,4,220,255,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,jordyn fofi
http://twitter.com/morrisonaliyah,http://twitter.com/MorrisonAliyah/statuses/364528586847293441,2013-08-05T23:29:22Z,5,280,203,,,US,"Seattle, Wa",,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Aliuminati ▲
http://twitter.com/erinbarnesy,http://twitter.com/erinbarnesy/statuses/364528577045217281,2013-08-05T23:29:20Z,4,178,290,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Erin Barnes
http://twitter.com/thekingisalivec,http://twitter.com/TheKingIsAliveC/statuses/364528576898412545,2013-08-05T23:29:20Z,5,392,356,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,ChrisKingMelgar
http://twitter.com/pkoccc,http://twitter.com/pkoccc/statuses/364528569973620736,2013-08-05T23:29:18Z,5,359,308,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,paige kocsis
http://twitter.com/exhalekidrauhl,http://twitter.com/exhalekidrauhl/statuses/364528568778645504,2013-08-05T23:29:18Z,6,1042,762,,,,Honeymoon Ave.,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,8.8.13.
http://twitter.com/ian_p3r3z,http://twitter.com/Ian_P3r3z/statuses/364528564592316416,2013-08-05T23:29:17Z,4,140,166,,,US,Georgetown,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,ian perez
http://twitter.com/ben_henault,http://twitter.com/ben_henault/statuses/364528563837734912,2013-08-05T23:29:16Z,5,238,109,,,US,"Moosup, CT",,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Ben
http://twitter.com/joshuapyburn,http://twitter.com/JoshuaPyburn/statuses/364528561048141826,2013-08-05T23:29:16Z,5,376,284,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Joshua Pyburn
http://twitter.com/d_lee010,http://twitter.com/D_Lee010/statuses/364528551325732866,2013-08-05T23:29:13Z,3,77,88,,,,,,live fast die young drink capri sun 😂😂😂,3.64529E+17,Ýōúñg Āmbïtïôñ
http://twitter.com/20jordanrudd14,http://twitter.com/20JordanRudd14/statuses/364528544011255808,2013-08-05T23:29:12Z,5,326,392,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,الأردن رود
http://twitter.com/bobbycakes50,http://twitter.com/BobbyCakes50/statuses/364528541162930176,2013-08-05T23:29:11Z,3,85,184,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Bobby Barajas
http://twitter.com/_toricampbell,http://twitter.com/_toricampbell/statuses/364528530094579712,2013-08-05T23:29:08Z,5,406,184,,,,Where The Wild Things Are,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,toяi cαмρвell
http://twitter.com/oliviaaawright,http://twitter.com/oliviaaawright/statuses/364528529587064833,2013-08-05T23:29:08Z,5,585,868,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,liv
http://twitter.com/drizzydnl,http://twitter.com/DrizzyDnl/statuses/364528520929607680,2013-08-05T23:29:06Z,5,307,826,,,US,"Houston, Texas",,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Young Sinatra
http://twitter.com/ashleylaff,http://twitter.com/ashleylaff/statuses/364528520468234240,2013-08-05T23:29:06Z,5,717,560,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Ashley Laframboise
http://twitter.com/thaatkat,http://twitter.com/ThaatKAT/statuses/364528520040816640,2013-08-05T23:29:06Z,4,233,206,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,katie trimble
http://twitter.com/vickyc136,http://twitter.com/VickyC136/statuses/364528512612315136,2013-08-05T23:29:04Z,5,474,615,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,Victoria Correa
http://twitter.com/robynwongxx,http://twitter.com/robynwongXx/statuses/364528506149273600,2013-08-05T23:29:03Z,3,123,284,,,GB,liverpool,,RT @YABOYLILB live fast die young drink capri sun,3.64529E+17,robyn❁
http://twitter.com/davids1024,http://twitter.com/DavidS1024/statuses/364528499588997120,2013-08-05T23:29:01Z,3,79,142,,,US,L.A,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,JAH
http://twitter.com/samiklakulak,http://twitter.com/samiklakulak/statuses/364528498071068672,2013-08-05T23:29:01Z,4,183,259,,,,,,“@YABOYLILB: live fast die young drink capri sun” my kinda guy,3.64528E+17,sami klakulak
http://twitter.com/brentsmith69,http://twitter.com/brentsmith69/statuses/364528493456920576,2013-08-05T23:29:00Z,4,235,179,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Brent$mithâ¢
http://twitter.com/the699ty,http://twitter.com/the699ty/statuses/364528489354903553,2013-08-05T23:28:59Z,5,528,654,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,人形
http://twitter.com/mikaelalindsay,http://twitter.com/MikaelaLindsay/statuses/364528484850221056,2013-08-05T23:28:58Z,4,170,160,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Mikaela Lindsay
http://twitter.com/yoboytrev,http://twitter.com/YoBoyTrev/statuses/364528475899576321,2013-08-05T23:28:55Z,4,236,196,,,,In Your Girlfriend's Bed.(;,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,TRawMoney
http://twitter.com/kekelovesyou8,http://twitter.com/kekelovesyou8/statuses/364528474155155456,2013-08-05T23:28:55Z,4,155,212,,,,deridddeerr.,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,uh keke.
http://twitter.com/mgregsomething,http://twitter.com/mgregsomething/statuses/364528470115622912,2013-08-05T23:28:54Z,5,556,1255,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Mike James Gregoire
http://twitter.com/davy_wilson,http://twitter.com/Davy_Wilson/statuses/364528467876257792,2013-08-05T23:28:54Z,6,912,421,,,,Based World,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Based God
http://twitter.com/callmehughesay,http://twitter.com/CallMeHughesay/statuses/364528466685091841,2013-08-05T23:28:53Z,4,181,176,,,,Wickham Portsmouth,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,A$AP HUGHE$Y
http://twitter.com/gabeebautista,http://twitter.com/gabeebautista/statuses/364528465259008000,2013-08-05T23:28:53Z,4,157,154,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Gabriel Bautista
http://twitter.com/_briinaa,http://twitter.com/_briinaa/statuses/364528458338406400,2013-08-05T23:28:51Z,5,345,378,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,IG: khl0ekardashiian
http://twitter.com/big_poppa_brown,http://twitter.com/Big_Poppa_Brown/statuses/364528449412931584,2013-08-05T23:28:49Z,4,260,339,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Damon
http://twitter.com/iannewman2171,http://twitter.com/iannewman2171/statuses/364528447529693184,2013-08-05T23:28:49Z,4,242,557,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Ian Newman
http://twitter.com/mia_uab15,http://twitter.com/Mia_UAB15/statuses/364528442043138048,2013-08-05T23:28:47Z,5,482,375,,,,The Green,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,MiaRené
http://twitter.com/mikestelmack,http://twitter.com/mikestelmack/statuses/364528424154841088,2013-08-05T23:28:43Z,5,583,235,,,US,MA,,“@YABOYLILB: live fast die young drink capri sun” the motto,3.64528E+17,mike stelmack
http://twitter.com/sarahheroldt,http://twitter.com/sarahheroldt/statuses/364528422858391552,2013-08-05T23:28:43Z,3,129,548,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Sarah Heroldt
http://twitter.com/edwards2126,http://twitter.com/Edwards2126/statuses/364528422607155200,2013-08-05T23:28:43Z,4,112,159,,,US,"Marietta, GA",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Chris Edwards
http://twitter.com/yesitsanna,http://twitter.com/YesItsAnna/statuses/364528421306920960,2013-08-05T23:28:42Z,6,804,161,,,GB,Glasgow,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Anna
http://twitter.com/gregromero7,http://twitter.com/GregRomero7/statuses/364528420920623104,2013-08-05T23:28:42Z,4,260,975,,,US,"Sugar Land, Texas",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Greg Romero
http://twitter.com/hawtie25,http://twitter.com/HAWTIE25/statuses/364528417489682432,2013-08-05T23:28:42Z,4,222,316,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Scout LaCoe
http://twitter.com/heresrichi3,http://twitter.com/HeresRichi3/statuses/364528416109764608,2013-08-05T23:28:41Z,4,153,133,,,,Under your bed,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Richard/Dick
http://twitter.com/intangiblecloud,http://twitter.com/IntangibleCloud/statuses/364528415355207680,2013-08-05T23:28:41Z,5,485,419,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,St.Cloud #69
http://twitter.com/brittdesgages,http://twitter.com/brittdesgages/statuses/364528413400649728,2013-08-05T23:28:41Z,5,404,276,,,,828---919 ✌,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,bd
http://twitter.com/eddiegeezee12,http://twitter.com/eddiegeezee12/statuses/364528413127610368,2013-08-05T23:28:40Z,4,199,252,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Eddie Gutierrez
http://twitter.com/afpattersonii,http://twitter.com/AFPattersonII/statuses/364528412624711680,2013-08-05T23:28:40Z,5,433,396,,,,PA ✈ NC A&T,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Master P
http://twitter.com/brendandirezze,http://twitter.com/BrendanDiRezze/statuses/364528411848355840,2013-08-05T23:28:40Z,4,205,241,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Brendan DiRezze
http://twitter.com/lolitstristen,http://twitter.com/lolitstristen/statuses/364528411496038400,2013-08-05T23:28:40Z,3,60,172,,,US,California,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Tristen Somerville
http://twitter.com/nick0093,http://twitter.com/Nick0093/statuses/364528405363957760,2013-08-05T23:28:39Z,3,102,102,,,,402,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Nick Kramer
http://twitter.com/chelseyynoelle,http://twitter.com/chelseyynoelle/statuses/364528399416442880,2013-08-05T23:28:37Z,5,420,401,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,cheesy
http://twitter.com/sabaorakzai,http://twitter.com/sabaorakzai/statuses/364528399366492160,2013-08-05T23:28:37Z,4,155,147,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Oraksigh
http://twitter.com/majorminorjj,http://twitter.com/majorminorJJ/statuses/364528396086165504,2013-08-05T23:28:36Z,5,461,274,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,chef
http://twitter.com/maddysislow,http://twitter.com/MaddySislow/statuses/364528393733144576,2013-08-05T23:28:36Z,4,241,241,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Maddy Sislow
http://twitter.com/mahdi_sim,http://twitter.com/mahdi_sim/statuses/364528386313834496,2013-08-05T23:28:34Z,4,155,138,,,GB,"South Wales, Cardiff",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Sim
http://twitter.com/andypeaceee,http://twitter.com/AndyPeaceee/statuses/364528385554653185,2013-08-05T23:28:34Z,5,370,517,,,,Aberdeen,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,andy
http://twitter.com/gunslinger_uno,http://twitter.com/gunslinger_uno/statuses/364528380034965504,2013-08-05T23:28:33Z,5,508,554,,,,im the man,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,L P 1
http://twitter.com/trivichivas,http://twitter.com/TriviChivas/statuses/364528367367766017,2013-08-05T23:28:30Z,4,117,99,,,MX,"Baytown, Nuevo Leon",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Ivan?
http://twitter.com/jessiebesanson,http://twitter.com/JessieBesanson/statuses/364528364595724288,2013-08-05T23:28:29Z,4,233,149,,,US,"Picayune,Mississippi",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,jess
http://twitter.com/antmo500,http://twitter.com/antmo500/statuses/364528361692864513,2013-08-05T23:28:28Z,3,71,76,,,,#PBSOD #LDS4L,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Antonio.
http://twitter.com/brendizzy___,http://twitter.com/Brendizzy___/statuses/364528357737627648,2013-08-05T23:28:27Z,5,445,417,,,,,,“@YABOYLILB: live fast die young drink capri sun”,3.64528E+17,Bree diaz
http://twitter.com/therealdblaze,http://twitter.com/TheRealDBlaze/statuses/364528357008216065,2013-08-05T23:28:27Z,5,260,202,,,,▲ 850 ▲,,"""@YABOYLILB: live fast die young drink capri sun""RT",3.64528E+17,▲▲▲
http://twitter.com/nigerian_hooper,http://twitter.com/nigerian_hooper/statuses/364528352259878912,2013-08-05T23:28:26Z,5,575,517,,,US,Houston,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,THE AVENGER
http://twitter.com/swiftyswiftswof,http://twitter.com/swiftyswiftswof/statuses/364528347356733440,2013-08-05T23:28:25Z,5,328,360,,,GB,"Sheffield, UK.",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,sophs
http://twitter.com/bonjourkatiee,http://twitter.com/bonjourkatiee/statuses/364528346295988224,2013-08-05T23:28:25Z,4,296,284,,,GB,United Kingdom,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Katie Rose Williams
http://twitter.com/jeremyindo,http://twitter.com/Jeremyindo/statuses/364528340188672000,2013-08-05T23:28:23Z,5,381,469,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Jeremy
http://twitter.com/itzcappz,http://twitter.com/itzcappz/statuses/364528338427469824,2013-08-05T23:28:23Z,5,488,138,,,US,NY,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Nick Capote
http://twitter.com/megustaunicorns,http://twitter.com/MeGustaUnicorns/statuses/364528336027926528,2013-08-05T23:28:22Z,6,1944,1396,,,,UNCC '17,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,☀Potato Queen✌
http://twitter.com/saruh_bear,http://twitter.com/Saruh_Bear/statuses/364528335843373059,2013-08-05T23:28:22Z,6,652,221,,,,back of the tour bus,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,sarah
http://twitter.com/jessmcmanaway,http://twitter.com/jessmcmanaway/statuses/364528332773531648,2013-08-05T23:28:21Z,4,301,268,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Jessica McManaway
http://twitter.com/hanjisexual,http://twitter.com/hanjisexual/statuses/364528326217850880,2013-08-05T23:28:20Z,3,69,107,,,,Land of Karezi and Levihan,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,ウェーブ
http://twitter.com/jasonchapa11,http://twitter.com/jasonchapa11/statuses/364528323398873089,2013-08-05T23:28:19Z,4,285,344,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Jason
http://twitter.com/melissaertl,http://twitter.com/melissaertl/statuses/364528320030842880,2013-08-05T23:28:18Z,5,386,297,,,,Madtown,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Melissa Ertl
http://twitter.com/alexxamariaa,http://twitter.com/alexxamariaa/statuses/364528318932328448,2013-08-05T23:28:18Z,4,223,308,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Alexα✞☯
http://twitter.com/jackk_ayye,http://twitter.com/jackk_ayye/statuses/364528313861013504,2013-08-05T23:28:17Z,6,1082,791,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Jackie.
http://twitter.com/zmanultraface,http://twitter.com/Zmanultraface/statuses/364528313470959616,2013-08-05T23:28:17Z,4,128,92,,,,PoundTown(population:YOU),,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Anus Slayer
http://twitter.com/captain_keggman,http://twitter.com/CaPtAiN_KeGgMaN/statuses/364528311709757440,2013-08-05T23:28:16Z,4,227,553,,,US,"Cleveland, OH",,“@YABOYLILB: live fast die young drink capri sun”,3.64528E+17,Sean Kegg
http://twitter.com/greg_knopp,http://twitter.com/Greg_Knopp/statuses/364528310103326720,2013-08-05T23:28:16Z,4,259,589,,,US,"Lynchburg, Virginia",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,GREG(ory)
http://twitter.com/nanakutie,http://twitter.com/NanaKutie/statuses/364528307507036160,2013-08-05T23:28:15Z,5,500,473,,,,My house c:,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,September 3rd
http://twitter.com/omfgitsashlyn,http://twitter.com/OMFGitsASHLYN/statuses/364528306038644736,2013-08-05T23:28:15Z,6,1416,1430,,,US,†rill texas.,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,weirdo.
http://twitter.com/keeeeksta,http://twitter.com/keeeeksta/statuses/364528298199498753,2013-08-05T23:28:13Z,4,146,122,,,,,,"""@YABOYLILB: live fast die young drink capri sun""",3.64528E+17,pimp
http://twitter.com/jamie_gingy,http://twitter.com/Jamie_Gingy/statuses/364528290528493568,2013-08-05T23:28:11Z,4,261,388,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Jamie Gingerich
http://twitter.com/pzoo8,http://twitter.com/pzoo8/statuses/364528289614151680,2013-08-05T23:28:11Z,5,383,301,,,,The Hoenn Region,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Philip
http://twitter.com/will_isaacson,http://twitter.com/will_isaacson/statuses/364528282101760002,2013-08-05T23:28:09Z,4,130,270,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Will isaacson
http://twitter.com/itstravvvyy,http://twitter.com/itsTravvvyy/statuses/364528281111887874,2013-08-05T23:28:09Z,3,99,153,,,US,"Rack City ,Ca",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Travis Larmond
http://twitter.com/chasenigstedt,http://twitter.com/ChaseNigstedt/statuses/364528277706129408,2013-08-05T23:28:08Z,5,641,483,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,ChaseGod
http://twitter.com/awillingham11,http://twitter.com/AWillingham11/statuses/364528275441586176,2013-08-05T23:28:08Z,4,190,175,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Andrew Willingham
http://twitter.com/keeeeksta,http://twitter.com/keeeeksta/statuses/364528275130814464,2013-08-05T23:28:08Z,4,146,122,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,pimp
http://twitter.com/hollaat_mags,http://twitter.com/HollaAt_Mags/statuses/364528270928130048,2013-08-05T23:28:07Z,5,481,211,,,,Gucci down to tha socks,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,M A G G I E
http://twitter.com/channdlerrrrr,http://twitter.com/channdlerrrrr/statuses/364528269694996481,2013-08-05T23:28:06Z,5,463,391,,,,,,“@YABOYLILB: live fast die young drink capri sun”,3.64528E+17,Chan
http://twitter.com/zoeydelgado,http://twitter.com/zoeydelgado/statuses/364528267774009345,2013-08-05T23:28:06Z,4,134,200,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Zoeeyy
http://twitter.com/nickbrxwn,http://twitter.com/Nickbrxwn/statuses/364528265496510464,2013-08-05T23:28:05Z,5,383,177,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Nick Brown
http://twitter.com/morganjade15,http://twitter.com/MorganJade15/statuses/364528260828250112,2013-08-05T23:28:04Z,6,968,484,,,US,"Sulphur, Louisiana",,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Morgan Pinder
http://twitter.com/saraa__smiff,http://twitter.com/Saraa__Smiff/statuses/364528255887343616,2013-08-05T23:28:03Z,5,328,279,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Sar.
http://twitter.com/ogstanleyy,http://twitter.com/OGStanleyy/statuses/364528255769919490,2013-08-05T23:28:03Z,5,311,255,,,,,,RT @YABOYLILB live fast die young drink capri sun,3.64528E+17,Stanley O
http://twitter.com/yaboylilb,http://twitter.com/YABOYLILB/statuses/364528224920813568,2013-08-05T23:27:56Z,10,180447,160,,,,ON TOP OF YO BITCH,,live fast die young drink capri sun,3.64528E+17,YA BOY LITTLE BILL
http://twitter.com/cadycharles69,http://twitter.com/cadycharles69/statuses/364526482283958272,2013-08-05T23:21:00Z,6,709,63,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64526E+17,cady
http://twitter.com/b_m_walters,http://twitter.com/B_M_Walters/statuses/364525011627167744,2013-08-05T23:15:09Z,2,42,51,,,GB,"Cheshire, UK",,@MelissaRauch OH MY GOD! Half the fun of Capri sun.. Gone.,3.64525E+17,Ben Walters
http://twitter.com/tyler_taylorr,http://twitter.com/Tyler_Taylorr/statuses/364524997639155712,2013-08-05T23:15:06Z,2,40,22,,,,idk,,live fast die young drink capri sun,3.64525E+17,tylerrrrrrrr
http://twitter.com/karlyn_11,http://twitter.com/Karlyn_11/statuses/364524881289150464,2013-08-05T23:14:38Z,5,500,360,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64525E+17,Kar.
http://twitter.com/lilmonsterrach,http://twitter.com/lilmonsterrach/statuses/364524706613194752,2013-08-05T23:13:57Z,6,2106,2305,,,,8.19.13,,RT @DannyTanner live fast die young drink capri sun,3.64525E+17,Rachael✌
http://twitter.com/maddiemarielynn,http://twitter.com/MaddieMarieLynn/statuses/364524491029749760,2013-08-05T23:13:05Z,4,320,289,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64524E+17,Madeline
http://twitter.com/cherryfloats,http://twitter.com/cherryfloats/statuses/364523371947503616,2013-08-05T23:08:39Z,6,611,218,,,US,"Sadstead, FL",,Who knew Capri Sun and vodka go great together?,3.64523E+17,perihelion.
http://twitter.com/katemagwire,http://twitter.com/katemagwire/statuses/364522923581005824,2013-08-05T23:06:52Z,3,68,63,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64523E+17,Kate Maguire
http://twitter.com/rockinraquela,http://twitter.com/rockinraquela/statuses/364522178462875648,2013-08-05T23:03:54Z,3,83,171,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64522E+17,Raquel Martin
http://twitter.com/alliigga,http://twitter.com/alliigga/statuses/364521655542251520,2013-08-05T23:01:50Z,4,290,247,,,,NEK,,RT @DannyTanner live fast die young drink capri sun,3.64522E+17,Halli Wigger
http://twitter.com/kyerealgood,http://twitter.com/KyeRealgood/statuses/364521186853519360,2013-08-05T22:59:58Z,6,1053,568,,,,here and there.,,Capri Sun cool cup lol,3.64521E+17,KINGKYE
http://twitter.com/mitchh_slapped,http://twitter.com/Mitchh_Slapped/statuses/364521053231382529,2013-08-05T22:59:26Z,5,441,360,,,US,St. Joseph MO,,RT @DannyTanner live fast die young drink capri sun,3.64521E+17,Mitchell German
http://twitter.com/paigieepoo,http://twitter.com/paigieepoo/statuses/364520791943036930,2013-08-05T22:58:23Z,4,164,167,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64521E+17,Paigeâ
http://twitter.com/issaybella,http://twitter.com/issaybella/statuses/364519704469049344,2013-08-05T22:54:04Z,4,194,174,,,,,,live fast die young drink capri sun,3.6452E+17,Isabella Beltri
http://twitter.com/ncbnick,http://twitter.com/NcbNick/statuses/364519376180871170,2013-08-05T22:52:46Z,3,65,294,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64519E+17,Nick Brandi
http://twitter.com/ashweebabi,http://twitter.com/ashweebabi/statuses/364517909567377408,2013-08-05T22:46:56Z,4,175,333,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64518E+17,Ashley Marie
http://twitter.com/so_swanky,http://twitter.com/so_swanky/statuses/364517667001995265,2013-08-05T22:45:58Z,5,629,742,,,,everywhere and nowhere,,live fast die young drink capri sun,3.64518E+17,Taylor
http://twitter.com/sallymossx,http://twitter.com/SallyMossx/statuses/364517354988134400,2013-08-05T22:44:44Z,4,313,284,,,US,Plymouth,,@georgiaburkat hahaha we were quite good tonight we spent less than we usually do!! Must of been that capri sun deal,3.64517E+17,Sally Moss
http://twitter.com/joehignett,http://twitter.com/JoeHignett/statuses/364516298447142912,2013-08-05T22:40:32Z,2,39,198,,,,My House,,RT @TheAwkwardFun Its all fun and games until you realize your Capri Sun has no straw then shit gets real.,3.64516E+17,joe hignett
http://twitter.com/lololsarahh,http://twitter.com/lololsarahh/statuses/364513771529580546,2013-08-05T22:30:30Z,2,36,132,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64514E+17,sarah tbh
http://twitter.com/woeeits_jorden,http://twitter.com/woeeits_jorden/statuses/364512966613671936,2013-08-05T22:27:18Z,4,183,163,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64513E+17,Jorden Leigh
http://twitter.com/lynddsbeth,http://twitter.com/lynddsbeth/statuses/364512753601765377,2013-08-05T22:26:27Z,4,144,189,,,US,"Chelmsford, MA",,RT @DannyTanner live fast die young drink capri sun,3.64513E+17,lyndsay scanlon
http://twitter.com/xalexandragrace,http://twitter.com/xalexandragrace/statuses/364512708252549120,2013-08-05T22:26:16Z,4,177,241,,,,,,RT @DannyTanner live fast die young drink capri sun,3.64513E+17,alexandra
http://twitter.com/shayleedenae,http://twitter.com/ShayleeDenae/statuses/364512124774526976,2013-08-05T22:23:57Z,4,247,437,,,,,,"RT @JsJentry ""@TheAwkwardFun: Its all fun and games until you realize your Capri Sun has no straw then shit gets real."" @ShayleeDenae",3.64512E+17,Shaylee De'nae (:
http://twitter.com/noahhgoebel,http://twitter.com/noahhgoebel/statuses/364511426544930817,2013-08-05T22:21:11Z,3,126,153,,,,,,RT @MAND_eater “@DannyTanner: live fast die young drink capri sun” 😂 @noahhgoebel,3.64511E+17,Noah Goebel
