Search Results,"(""capri-sun"" OR ""capri sun"") AND (""quality"" OR ""genuine"" OR ""authentic"" OR ""sophisticated"" OR ""novel"" OR ""young"" OR ""refreshing"" OR ""cool"" OR ""comforting"" OR ""relaxing"" OR ""fun"" OR ""good"" OR ""great"" OR ""tasty"" OR ""inspirational"" OR ""optimistic"" OR ""happy"" OR ""confident"" OR ""cynical"" OR ""ambitious"" OR ""selfish"" OR ""superstitious"" OR ""practical"" OR ""creative"" OR ""emotional"" OR ""stylish"" OR ""impulsive"" OR ""political"" OR ""responsible"" OR ""spiritual"") between 20-Mar-2013 and 18-Sep-2013 language=English in Twitter",19800 total results,Showing from 1 to 15000,,,,,,,,,,
,,,,,,,,,,,,,
host,link,time,auth,follower,following,age,gender,country,location,sentiment,contents,uniqueid,authname
http://twitter.com/sienz98,http://twitter.com/sienz98/statuses/338230482523258881,2013-05-25T09:50:05Z,0,1,27,,,GB,england,,RT @condamn live fast die young drink capri sun,3.3823E+17,Chew Zi En
http://twitter.com/_yanax0,http://twitter.com/_YanaX0/statuses/338227471990259713,2013-05-25T09:38:07Z,4,153,200,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38227E+17,Laura Sweetie
http://twitter.com/slim_dy,http://twitter.com/Slim_Dy/statuses/338218586147524608,2013-05-25T09:02:49Z,4,271,495,,,ZA,johannesburg,,"""@SmokeyComedyy: It's all fun and games until you realize your Capri Sun has no straw""",3.38219E+17,Eminem's Soldier
http://twitter.com/niamhwhittle98,http://twitter.com/NiamhWhittle98/statuses/338214381206790145,2013-05-25T08:46:06Z,4,146,187,,,,,,Capri- sun are one of the most refreshing drinks!,3.38214E+17,NIAMHY
http://twitter.com/neilmjo,http://twitter.com/neilmjo/statuses/338203393065644033,2013-05-25T08:02:27Z,4,172,337,,,GB,"Chester, UK",,@rachdutt it's going to be fun  Capri sun bottle at the ready x,3.38203E+17,Neil
http://twitter.com/kadirsimsek97,http://twitter.com/KadirSimsek97/statuses/338196381296627712,2013-05-25T07:34:35Z,4,323,259,,,GB,London,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38196E+17,Şimşek
http://twitter.com/obreezy187,http://twitter.com/Obreezy187/statuses/338181782279168000,2013-05-25T06:36:34Z,5,1277,1088,,,,,,It's all fun and games until you realize your Capri Sun has no straw,3.38182E+17,Nurani
http://twitter.com/suruhundress,http://twitter.com/suruhundress/statuses/338171565038510080,2013-05-25T05:55:58Z,3,61,94,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38172E+17,Surah Endress
http://twitter.com/mwuahxoxo_loveu,http://twitter.com/MwuahXoXo_LoveU/statuses/338169769482133504,2013-05-25T05:48:50Z,6,1169,792,,,,Motherly Land,,RT @BabyBuck_730 It's all fun and games until you realize your Capri Sun has no straw 😂😭,3.3817E+17,StrongSingle_Mommy'♥
http://twitter.com/skoobeestar,http://twitter.com/skoobeestar/statuses/338169688137793537,2013-05-25T05:48:31Z,4,262,708,,,US,Michigan,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.3817E+17,Green eyes
http://twitter.com/talmage_k_flitt,http://twitter.com/Talmage_K_Flitt/statuses/338169084950749184,2013-05-25T05:46:07Z,4,182,119,,,,,,live fast die young drink capri sun,3.38169E+17,Talmage Flitton
http://twitter.com/itrap_andrap,http://twitter.com/iTrap_andRap/statuses/338168846722666496,2013-05-25T05:45:10Z,6,1540,1121,,,,Trapping w/ Lex,,RT @BabyBuck_730 It's all fun and games until you realize your Capri Sun has no straw 😂😭,3.38169E+17,FreeGee&Nilya ❤
http://twitter.com/dturner_23,http://twitter.com/Dturner_23/statuses/338168596398215168,2013-05-25T05:44:10Z,4,240,208,,,,Playing Basketball,,RT @SpeaksDaTruth23 It's all fun and games until you realize your Capri Sun has no straw,3.38169E+17,Derek Turner
http://twitter.com/babybuck_730,http://twitter.com/BabyBuck_730/statuses/338168181493481473,2013-05-25T05:42:31Z,5,450,297,,,,730,,It's all fun and games until you realize your Capri Sun has no straw 😂😭,3.38168E+17,insane $.T.B☀
http://twitter.com/deja_marieeee,http://twitter.com/Deja_Marieeee/statuses/338167550326218753,2013-05-25T05:40:01Z,5,708,533,,,,trey songz house,,RT @SpeaksDaTruth23 It's all fun and games until you realize your Capri Sun has no straw,3.38168E+17,Don't call me Dej✌
http://twitter.com/_tenderrhoni,http://twitter.com/_TenderRHOni/statuses/338166941762080768,2013-05-25T05:37:36Z,6,1178,993,,,US,Dallas--College Station,,My LSs got that good SIMPLY Lemonade delicious juice! I got a lil Capri Sun..,3.38167E+17,Rissa Rozayy!
http://twitter.com/speaksdatruth23,http://twitter.com/SpeaksDaTruth23/statuses/338166232442339328,2013-05-25T05:34:47Z,7,3950,5101,,,,prime 4 greatness∞,,It's all fun and games until you realize your Capri Sun has no straw,3.38166E+17,ƘɛиιиƉʋяαит3⃣5⃣™
http://twitter.com/b_iden3,http://twitter.com/B_Iden3/statuses/338163958018101249,2013-05-25T05:25:45Z,5,621,322,,,,@B_Iden3 follows you,,Capri Sun is a great chaser..... tip of the day. God Bless.,3.38164E+17,#Brax
http://twitter.com/curtislaster1,http://twitter.com/curtislaster1/statuses/338162083000639488,2013-05-25T05:18:17Z,4,268,344,,,,,,It's all fun and games until you realize your Capri Sun has no straw,3.38162E+17,GET DOUGH OR DIE
http://twitter.com/papi_panamanian,http://twitter.com/Papi_Panamanian/statuses/338161358149410816,2013-05-25T05:15:25Z,7,4936,4568,,,US,brooklyn ny,,It's all fun and games until you realize your Capri Sun aint gotta straw lmfao,3.38161E+17,MainChicksLoveMe
http://twitter.com/deejayheemie973,http://twitter.com/DeeJayHeemie973/statuses/338156937881481216,2013-05-25T04:57:51Z,6,1165,582,,,US,Nj,,It's all fun and games until you realize your Capri Sun has no straw @london_jdore,3.38157E+17,☾Free DjLightup ☀
http://twitter.com/_charityj,http://twitter.com/_CharityJ/statuses/338156237512384514,2013-05-25T04:55:04Z,4,174,81,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38156E+17,Big Sexy
http://twitter.com/katherineleon_,http://twitter.com/katherineleon_/statuses/338155780786233345,2013-05-25T04:53:15Z,5,451,449,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38156E+17,Katherine♡
http://twitter.com/rvdubbya,http://twitter.com/RVDubbya/statuses/338154361916108800,2013-05-25T04:47:37Z,6,1043,1015,,,,Everywhere and Nowhere,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38154E+17,Gaijin
http://twitter.com/xopurevintage,http://twitter.com/xoPureVintage/statuses/338154059766829056,2013-05-25T04:46:25Z,7,7265,5869,,,,Where The Wild Things Are ✌❤,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38154E+17,Ig : xopurevintage ❥
http://twitter.com/richeerich18,http://twitter.com/RicheeRich18/statuses/338153835505778689,2013-05-25T04:45:31Z,6,1984,2143,,,US,Ny,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38154E+17,RicheeRich18
http://twitter.com/fitzpattysmith,http://twitter.com/fitzpattysmith/statuses/338149845699276800,2013-05-25T04:29:40Z,4,141,306,,,,Boise,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.3815E+17,Ryan Smith
http://twitter.com/chadadamo,http://twitter.com/ChadAdamo/statuses/338149812501372928,2013-05-25T04:29:32Z,5,500,369,,,,,,"""@SmokeyComedyy: It's all fun and games until you realize your Capri Sun has no straw"" @Marissa_Allen @s_cusumano look at there name..",3.3815E+17,Mr. Potato Head
http://twitter.com/ebrownnn,http://twitter.com/EBrownnn/statuses/338148958838865920,2013-05-25T04:26:08Z,4,162,176,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38149E+17,Emily Brown
http://twitter.com/i_am_swagzkid,http://twitter.com/i_am_swagzkid/statuses/338140915120095232,2013-05-25T03:54:11Z,4,129,108,,,,Ko le re body plaza,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38141E+17,Fucking problem
http://twitter.com/ccstatz,http://twitter.com/ccstatz/statuses/338137771900289027,2013-05-25T03:41:41Z,4,190,119,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38138E+17,Claire Statza
http://twitter.com/oscarleee,http://twitter.com/OscarLeee/statuses/338131982884151296,2013-05-25T03:18:41Z,5,506,1140,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38132E+17,Oscar
http://twitter.com/patrickc212,http://twitter.com/PatrickC212/statuses/338131650355548160,2013-05-25T03:17:22Z,4,228,197,,,US,"New York, New York",,“@SmokeyComedyy: It's all fun and games until you realize your Capri Sun has no straw”,3.38132E+17,Patrick
http://twitter.com/keristenjones,http://twitter.com/keristenjones/statuses/338131495757688834,2013-05-25T03:16:45Z,1,6,19,,,,at Ted's house,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38131E+17,Keristenjones
http://twitter.com/md_antonellis,http://twitter.com/MD_antonellis/statuses/338131022707310592,2013-05-25T03:14:52Z,5,518,317,,,,617- 508,,@Lmoronta44 damn that sound fun ill bring my Capri Sun roarin waters,3.38131E+17,Michael Antonellis
http://twitter.com/un_tuckme,http://twitter.com/Un_TuckMe/statuses/338127274337501184,2013-05-25T02:59:58Z,5,432,702,,,,Right Next To You !!!!,,It's all fun and games until you realize your Capri Sun has no straw,3.38127E+17,Bos Gang ' 74
http://twitter.com/sugar_cain88,http://twitter.com/Sugar_Cain88/statuses/338123585589739520,2013-05-25T02:45:19Z,6,1252,613,,,,Floating on Destiny,,😂 RT @RICHBOY407: It's all fun and games until you realize your Capri Sun has no straw 😳😳,3.38124E+17,Bitches Love Jasmine
http://twitter.com/_ruthlessidgaf,http://twitter.com/_RuthlessiDGAF/statuses/338123413233213440,2013-05-25T02:44:38Z,6,1656,1270,,,,Winter Garden,,"BOL""@RICHBOY407: It's all fun and games until you realize your Capri Sun has no straw 😳😳""",3.38123E+17,N0 fucks Givenn ××
http://twitter.com/richboy407,http://twitter.com/RICHBOY407/statuses/338123171079282688,2013-05-25T02:43:40Z,6,1434,925,,,US,"outdagate,florida",,It's all fun and games until you realize your Capri Sun has no straw 😳😳,3.38123E+17,OutDaGateRichBoy
http://twitter.com/classyjustcuz,http://twitter.com/classyjustcuz/statuses/338116964637634560,2013-05-25T02:19:00Z,2,24,147,,,,,,I've had a night full of grass wars and pizza and cemeteries and s'mores and fire and Capri Sun... School is out and life is good,3.38117E+17,Lily Finell
http://twitter.com/iteedeez,http://twitter.com/iTeedeez/statuses/338116711280672769,2013-05-25T02:18:00Z,0,0,8,,,CA,"Eastern Passage, NS",,It's all fun and games 'til you realize your Capri Sun doesn't have a straw.,3.38117E+17,Carolyn
http://twitter.com/kage_the_great,http://twitter.com/kage_the_great/statuses/338116323425009666,2013-05-25T02:16:28Z,3,65,62,,,,,,RT @WorkaholicAdam I bet heroin addicts can open a Capri sun on the first try.,3.38116E+17,kage vojacek
http://twitter.com/lexiimarie95,http://twitter.com/LexiiMarie95/statuses/338116159637438466,2013-05-25T02:15:49Z,5,274,151,,,US,"Houston, Texas",,RT @s_g_flowerchild live fast die young drink capri sun,3.38116E+17,Laxo Schmitz
http://twitter.com/uhhhhheaven,http://twitter.com/uhhhhheaven/statuses/338111554341974017,2013-05-25T01:57:31Z,5,376,126,,,US,arizona,,live fast die young drink capri sun,3.38112E+17,imaruinyoucunt
http://twitter.com/kiersteeeen,http://twitter.com/Kiersteeeen/statuses/338108751078887424,2013-05-25T01:46:22Z,5,312,382,,,,HTX,,RT @s_g_flowerchild live fast die young drink capri sun,3.38109E+17,❃ Kiersten ❃
http://twitter.com/emeelynnn,http://twitter.com/emeelynnn/statuses/338108135438950401,2013-05-25T01:43:55Z,4,123,61,,,,,,live fast die young drink capri sun,3.38108E+17,em
http://twitter.com/gmoss15,http://twitter.com/gmoss15/statuses/338107452409143297,2013-05-25T01:41:13Z,3,73,126,,,,Looking for food #onthatgrind,,@km0ss left a half drank Capri sun in in the car two weeks ago  it's still good right?,3.38107E+17,Garrett Moss
http://twitter.com/lu_wbball22,http://twitter.com/LU_WBBALL22/statuses/338101164799299585,2013-05-25T01:16:13Z,5,600,643,,,,,,RT @__WickedGames__ It's all fun and games until you realize your Capri Sun has no straw,3.38101E+17,2Sweet_2Sour
http://twitter.com/__wickedgames__,http://twitter.com/__WickedGames__/statuses/338101026756382720,2013-05-25T01:15:41Z,4,231,233,,,,Here today there tomorrow,,It's all fun and games until you realize your Capri Sun has no straw,3.38101E+17,☜☆☞Nemo Hoes☜☆☞
http://twitter.com/rhianlangley,http://twitter.com/rhianlangley/statuses/338099157808062464,2013-05-25T01:08:15Z,4,181,179,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38099E+17,RhianLangley
http://twitter.com/beredordie,http://twitter.com/beREDorDIE/statuses/338096790509338624,2013-05-25T00:58:51Z,5,619,893,,,,MARS,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38097E+17,A's for AMAZING
http://twitter.com/superbandicoot,http://twitter.com/SuperBandicoot/statuses/338096607348269056,2013-05-25T00:58:07Z,4,215,180,,,,The Magic School Bus,,The good stuff.. apple juice  capri sun  milk  etc.,3.38097E+17,Rameses
http://twitter.com/c_moneyrangea,http://twitter.com/C_MONEYRANGEA/statuses/338096020166672385,2013-05-25T00:55:47Z,6,1316,1040,,,US,Chicago IL,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38096E+17,C     T     L™
http://twitter.com/shady_madar,http://twitter.com/shady_madar/statuses/338094208659374080,2013-05-25T00:48:35Z,4,203,285,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38094E+17,Shady Jeasus
http://twitter.com/yesac__,http://twitter.com/yesaC__/statuses/338093309824217088,2013-05-25T00:45:01Z,3,40,300,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38093E+17,casey contreras
http://twitter.com/karlakho,http://twitter.com/karlakho/statuses/338090247332188160,2013-05-25T00:32:51Z,5,752,1848,,,US,"birmingham, alabama",,The fact that we are serving Capri Sun AND Good People here is just too funny (@ Desert Island Supply Company) http://t.co/1S5X3eNxSJ,3.3809E+17,Karla Khodanian
http://twitter.com/shelbs0908,http://twitter.com/Shelbs0908/statuses/338090171054559232,2013-05-25T00:32:32Z,3,57,447,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.3809E+17,Shelly
http://twitter.com/derekdabakerboy,http://twitter.com/DerekDaBakerBoy/statuses/338089806737334273,2013-05-25T00:31:05Z,2,12,14,,,,,,RT @SmokeyComedyy: It's all fun and games until you realize your Capri Sun has no straw,3.3809E+17,Derek Baker
http://twitter.com/carmen_hope1,http://twitter.com/carmen_hope1/statuses/338088931809705984,2013-05-25T00:27:37Z,3,97,209,,,,,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38089E+17,Carmen Oliverâ¾
http://twitter.com/down_by_thebay,http://twitter.com/down_by_theBAY/statuses/338088499033022465,2013-05-25T00:25:54Z,3,58,287,,,,Neverland,,RT @littleERMaid live fast die young drink capri sun,3.38088E+17,Ƅɑɪʟeყ cօһeɴ
http://twitter.com/sweetginger34,http://twitter.com/SweetGinger34/statuses/338086989775650818,2013-05-25T00:19:54Z,5,312,366,,,,*AintNoTellin*,,@So_Amazin21 try some arm weights bitch get off the couch. Look n the mirror jus look at u lls. Are u happy built like a capri sun,3.38087E+17,*MissKellz2_U*
http://twitter.com/hassedigg,http://twitter.com/hassedigg/statuses/338085366181543936,2013-05-25T00:13:27Z,6,669,240,,,,,,RT @snuppsipus Live fast die young drink capri sun,3.38085E+17,Hassedigg
http://twitter.com/snuppsipus,http://twitter.com/snuppsipus/statuses/338085101470642176,2013-05-25T00:12:24Z,3,85,190,,,,,,Live fast die young drink capri sun,3.38085E+17,Sofie
http://twitter.com/hibbardchelsea,http://twitter.com/HibbardChelsea/statuses/338085047162777600,2013-05-25T00:12:11Z,4,174,163,,,,Clinton,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38085E+17,Chelsea Hibbard
http://twitter.com/lolita_primaa,http://twitter.com/Lolita_primaa/statuses/338083450613547009,2013-05-25T00:05:50Z,3,60,58,,,,,,live fast die young drink capri sun,3.38083E+17,kathryn
http://twitter.com/cany0un0t__,http://twitter.com/cAnY0uN0t__/statuses/338083180345176067,2013-05-25T00:04:46Z,5,242,194,,,CO,Cali Dreamin BB,,RT @condamn live fast die young drink capri sun,3.38083E+17,Esther Franco ☯✌
http://twitter.com/condamn,http://twitter.com/condamn/statuses/338083028364574721,2013-05-25T00:04:09Z,7,2627,365,,,,,,live fast die young drink capri sun,3.38083E+17,declan
http://twitter.com/littleermaid,http://twitter.com/littleERMaid/statuses/338081489218592768,2013-05-24T23:58:02Z,5,372,632,,,,Murica,,live fast die young drink capri sun,3.38081E+17,emma☀
http://twitter.com/s_g_flowerchild,http://twitter.com/s_g_flowerchild/statuses/338081481257807872,2013-05-24T23:58:01Z,4,186,133,,,,,,live fast die young drink capri sun,3.38081E+17,Sarah Garcia
http://twitter.com/benfreshie,http://twitter.com/BenFreshie/statuses/338080313840369664,2013-05-24T23:53:22Z,2,44,30,,,,,,RT @OAykac6 Its all fun & games until you realise there's no straw with your Capri Sun,3.3808E+17,Ben J
http://twitter.com/iman_desai,http://twitter.com/iman_desai/statuses/338079179419561984,2013-05-24T23:48:52Z,3,101,98,,,,L'city,,RT @OAykac6 Its all fun & games until you realise there's no straw with your Capri Sun,3.38079E+17,chubb
http://twitter.com/cameron_self,http://twitter.com/cameron_self/statuses/338077143902846978,2013-05-24T23:40:46Z,5,460,323,,,US,"Livermore, CA.",,Lunchables sound great lmao the nacho one with the little crunch bar and a Capri sun like dang son,3.38077E+17,Cameron West Self
http://twitter.com/sefkannn,http://twitter.com/Sefkannn/statuses/338076370745827329,2013-05-24T23:37:42Z,4,188,52,,,GB,London,,RT @OAykac6 Its all fun & games until you realise there's no straw with your Capri Sun,3.38076E+17,Sefkan.
http://twitter.com/oaykac6,http://twitter.com/OAykac6/statuses/338076053979418624,2013-05-24T23:36:27Z,4,146,53,,,GB,London Based,,Its all fun & games until you realise there's no straw with your Capri Sun,3.38076E+17,Ozzie
http://twitter.com/ayeepeter__,http://twitter.com/AyeePeter__/statuses/338075145937752064,2013-05-24T23:32:50Z,5,289,206,,,US,Michigan,,RT @ObeyyMe_Duhh It's all fun and games until you realize your Capri Sun has no straw,3.38075E+17,James Harden
http://twitter.com/obeyyme_duhh,http://twitter.com/ObeyyMe_Duhh/statuses/338074720664711168,2013-05-24T23:31:09Z,6,2362,2171,,,US,MICHIGAN,,It's all fun and games until you realize your Capri Sun has no straw,3.38075E+17,❤ CallMe'Lexx ❤
http://twitter.com/zanabeasley,http://twitter.com/zanabeasley/statuses/338073786920357888,2013-05-24T23:27:26Z,5,919,1222,,,US,LA California Bitches,,It's all fun and games until you relize your capri sun has no straw.,3.38074E+17,ℒℯ⊥ṧ ℱυ¢к ⁇
http://twitter.com/ahmed_ali01,http://twitter.com/Ahmed_Ali01/statuses/338073200044941313,2013-05-24T23:25:06Z,5,428,696,,,,Bristol,,RT @SmokeyComedyy It's all fun and games until you realize your Capri Sun has no straw,3.38073E+17,Ahmed
